ID,X,Y,V,eV,VI,eVI,MP,sel
366,427.3,328.3,26.612,0.022,0.467,0.04,1.0,1
538,476.2,400.4,26.614,0.022,0.815,0.034,1.0,1
537,475.6,405.3,26.615,0.022,0.491,0.04,1.0,1
343,421.4,391.4,26.621,0.021,-0.265,0.066,1.0,1
447,449.8,472.2,26.622,0.023,0.593,0.039,1.0,1
264,396.8,463.4,26.624,0.022,0.615,0.037,1.0,1
709,543.2,301.1,26.628,0.023,0.776,0.035,1.0,1
425,442.5,306.5,26.63,0.022,0.554,0.039,1.0,1
284,404.2,471.7,26.632,0.021,-0.233,0.066,1.0,1
693,536.3,446.5,26.632,0.023,0.884,0.034,1.0,1
67,317.6,376.7,26.633,0.023,0.421,0.044,1.0,1
385,432.6,336.7,26.636,0.021,-0.748,0.099,1.0,1
729,553.3,393.5,26.637,0.024,0.846,0.036,1.0,1
773,580.5,299.5,26.639,0.024,0.959,0.034,1.0,1
633,510.8,440.0,26.657,0.021,-1.007,0.125,1.0,1
754,565.6,514.3,26.663,0.024,0.785,0.037,1.0,1
148,355.6,396.4,26.669,0.023,0.602,0.039,1.0,1
770,577.8,506.8,26.676,0.024,0.809,0.037,1.0,1
161,363.2,410.1,26.69,0.024,0.994,0.034,1.0,1
555,482.5,301.3,26.699,0.024,0.723,0.038,1.0,1
534,474.5,352.3,26.71,0.024,0.555,0.042,1.0,1
214,380.0,422.9,26.712,0.024,1.105,0.033,1.0,1
664,521.4,471.0,26.715,0.024,0.746,0.038,1.0,1
180,369.5,513.0,26.741,0.024,-0.359,0.082,1.0,1
743,561.5,361.4,26.741,0.026,0.571,0.045,1.0,1
198,376.0,286.0,26.746,0.025,0.714,0.04,1.0,1
12,289.6,483.5,26.758,0.026,0.429,0.049,1.0,1
479,458.3,354.8,26.774,0.025,0.564,0.044,1.0,1
440,449.0,285.2,26.775,0.025,0.652,0.042,1.0,1
424,442.5,288.5,26.782,0.027,0.59,0.047,1.0,1
663,521.4,323.6,26.788,0.026,0.807,0.04,1.0,1
334,418.3,391.9,26.789,0.026,0.917,0.037,1.0,1
85,323.6,312.5,26.795,0.025,-0.415,0.089,1.0,1
662,521.2,349.5,26.798,0.026,0.873,0.039,1.0,1
120,339.9,434.6,26.8,0.026,0.449,0.049,1.0,1
442,449.5,334.4,26.808,0.028,1.336,0.035,1.0,1
533,473.8,546.2,26.814,0.026,0.726,0.042,1.0,1
103,333.0,489.4,26.82,0.027,0.698,0.044,1.0,1
668,522.6,269.6,26.83,0.027,0.401,0.052,1.0,1
628,507.7,406.4,26.836,0.027,0.918,0.04,1.0,1
298,409.2,535.9,26.848,0.027,0.438,0.052,1.0,1
158,362.2,472.9,26.849,0.027,0.155,0.061,1.0,1
374,429.7,519.7,26.856,0.027,0.399,0.053,1.0,1
159,362.3,445.7,26.859,0.028,0.655,0.046,1.0,1
446,449.8,269.5,26.862,0.027,1.267,0.035,1.0,1
39,303.4,452.0,26.864,0.027,0.002,0.069,1.0,1
10,287.5,355.8,26.865,0.028,0.889,0.041,1.0,1
578,490.9,487.2,26.876,0.028,0.712,0.045,1.0,1
771,577.9,473.1,26.891,0.029,0.814,0.044,1.0,1
25,297.0,372.8,26.892,0.027,-0.259,0.085,1.0,1
482,459.7,284.7,26.895,0.028,0.61,0.048,1.0,1
233,385.9,388.2,26.897,0.028,0.78,0.044,1.0,1
462,454.5,355.1,26.899,0.029,0.855,0.044,1.0,1
4,283.5,341.0,26.902,0.028,-0.113,0.078,1.0,1
763,574.5,313.4,26.907,0.028,0.24,0.062,1.0,1
56,311.6,493.7,26.917,0.029,0.176,0.065,1.0,1
738,557.3,458.4,26.92,0.03,-0.024,0.077,1.0,1
593,496.8,411.9,26.922,0.029,0.945,0.042,1.0,1
608,502.3,523.9,26.932,0.029,0.321,0.06,1.0,1
70,318.5,503.2,26.939,0.028,-0.548,0.114,1.0,1
638,512.5,508.4,26.95,0.03,0.235,0.064,1.0,1
146,354.4,296.5,26.954,0.031,0.583,0.053,1.0,1
520,470.5,521.4,26.958,0.03,0.113,0.071,1.0,1
660,520.5,545.5,26.959,0.032,0.958,0.046,1.0,1
795,587.8,439.3,26.967,0.028,-0.809,0.141,1.0,1
273,400.2,473.6,26.972,0.03,1.481,0.036,1.0,1
548,479.3,388.5,26.976,0.03,0.547,0.054,1.0,1
748,563.9,444.5,26.976,0.031,0.909,0.045,1.0,1
131,348.6,369.7,26.979,0.03,1.305,0.038,1.0,1
89,326.3,452.5,26.983,0.031,1.111,0.041,1.0,1
162,363.5,340.2,26.983,0.028,-0.839,0.147,1.0,1
505,466.2,393.3,26.984,0.029,-0.283,0.096,1.0,1
330,417.1,474.1,26.991,0.03,0.313,0.063,1.0,1
469,456.2,338.0,26.997,0.031,0.73,0.049,1.0,1
488,460.4,398.9,26.998,0.031,0.603,0.053,1.0,1
299,409.3,327.8,27.007,0.031,0.967,0.045,1.0,1
746,563.0,306.0,27.009,0.032,0.863,0.047,1.0,1
207,377.8,412.3,27.018,0.032,0.763,0.05,1.0,1
300,409.5,547.2,27.03,0.031,2.306,0.033,1.0,1
163,364.0,455.0,27.04,0.032,0.642,0.054,1.0,1
575,489.5,494.3,27.04,0.032,0.545,0.058,1.0,1
634,511.4,358.3,27.041,0.032,0.342,0.064,1.0,1
576,490.4,338.6,27.047,0.032,0.77,0.05,1.0,1
588,495.5,477.7,27.048,0.033,0.63,0.056,1.0,1
48,307.1,413.8,27.066,0.033,0.441,0.063,1.0,1
396,435.4,324.2,27.071,0.033,1.146,0.044,1.0,1
487,460.3,482.0,27.081,0.033,0.502,0.061,1.0,1
721,550.0,494.4,27.084,0.034,0.459,0.063,1.0,1
327,416.2,495.5,27.097,0.034,0.237,0.074,1.0,1
651,517.4,372.6,27.097,0.033,0.065,0.083,1.0,1
475,456.9,358.3,27.098,0.033,0.916,0.049,1.0,1
83,323.4,452.1,27.112,0.033,0.071,0.082,1.0,1
364,427.2,297.5,27.122,0.034,2.12,0.037,1.0,1
789,586.9,434.6,27.124,0.035,0.597,0.06,1.0,1
459,454.2,333.1,27.142,0.034,-0.148,0.1,1.0,1
88,325.2,521.1,27.145,0.035,0.014,0.089,1.0,1
640,512.6,499.7,27.164,0.036,1.547,0.042,1.0,1
66,317.6,346.3,27.165,0.036,1.126,0.048,1.0,1
581,491.6,535.8,27.182,0.037,0.867,0.055,1.0,1
788,585.7,488.0,27.191,0.035,-0.703,0.161,1.0,1
522,471.1,388.6,27.195,0.037,1.032,0.051,1.0,1
376,430.2,344.5,27.209,0.037,0.673,0.061,1.0,1
147,355.1,466.8,27.211,0.035,-0.674,0.159,1.0,1
252,392.6,369.0,27.212,0.037,0.835,0.057,1.0,1
631,510.0,436.8,27.212,0.037,-0.026,0.097,1.0,1
234,386.1,328.8,27.214,0.037,0.794,0.057,1.0,1
517,469.5,286.4,27.217,0.039,0.825,0.059,1.0,1
281,402.9,372.3,27.22,0.037,0.581,0.065,1.0,1
655,519.1,384.7,27.243,0.039,1.025,0.054,1.0,1
470,456.3,295.2,27.249,0.039,1.006,0.054,1.0,1
699,539.9,487.7,27.249,0.039,1.124,0.052,1.0,1
245,390.4,492.1,27.253,0.038,0.121,0.09,1.0,1
192,373.5,429.6,27.257,0.039,0.939,0.057,1.0,1
199,376.5,352.4,27.271,0.04,0.057,0.099,1.0,1
44,305.3,365.6,27.272,0.039,0.036,0.098,1.0,1
204,377.5,289.3,27.275,0.04,0.655,0.066,1.0,1
677,525.5,500.9,27.283,0.041,0.699,0.066,1.0,1
550,480.8,368.4,27.294,0.039,0.149,0.093,1.0,1
433,446.7,318.0,27.3,0.04,0.264,0.086,1.0,1
722,550.5,526.4,27.304,0.04,0.297,0.085,1.0,1
725,551.4,291.4,27.306,0.04,-0.03,0.109,1.0,1
625,507.1,469.2,27.309,0.041,1.212,0.053,1.0,1
747,563.4,356.6,27.315,0.04,-0.363,0.138,1.0,1
127,346.5,527.0,27.318,0.041,0.766,0.065,1.0,1
715,545.2,334.6,27.318,0.041,0.559,0.073,1.0,1
769,577.3,328.5,27.327,0.042,0.853,0.063,1.0,1
645,514.7,347.7,27.328,0.041,0.72,0.066,1.0,1
700,540.0,512.5,27.33,0.042,0.844,0.063,1.0,1
363,426.9,272.9,27.334,0.041,1.03,0.057,1.0,1
187,372.4,503.6,27.342,0.042,0.01,0.108,1.0,1
741,560.4,392.8,27.345,0.042,0.584,0.073,1.0,1
320,413.8,299.6,27.353,0.042,0.652,0.07,1.0,1
68,317.8,537.6,27.355,0.042,0.432,0.082,1.0,1
713,544.6,355.3,27.356,0.045,1.029,0.062,1.0,1
549,480.6,351.1,27.371,0.042,-0.063,0.115,1.0,1
568,486.3,316.5,27.376,0.045,1.001,0.063,1.0,1
779,581.8,441.3,27.385,0.044,0.583,0.076,1.0,1
77,321.8,348.6,27.388,0.044,0.611,0.074,1.0,1
791,587.1,332.0,27.388,0.043,0.87,0.064,1.0,1
654,518.1,482.9,27.392,0.044,0.748,0.07,1.0,1
745,562.7,521.5,27.395,0.045,0.901,0.067,1.0,1
755,567.7,426.5,27.404,0.046,0.241,0.099,1.0,1
350,423.0,325.9,27.408,0.044,1.101,0.059,1.0,1
230,384.7,544.3,27.41,0.045,1.113,0.06,1.0,1
106,334.5,369.6,27.421,0.045,0.822,0.069,1.0,1
778,581.7,312.7,27.421,0.046,1.051,0.063,1.0,1
756,569.4,311.2,27.424,0.045,-0.025,0.118,1.0,1
82,323.1,408.5,27.425,0.042,2.523,0.044,1.0,1
648,516.7,511.2,27.432,0.043,2.757,0.044,1.0,1
209,377.9,384.3,27.433,0.045,0.478,0.084,1.0,1
632,510.5,523.9,27.434,0.044,-0.347,0.152,1.0,1
674,524.2,306.7,27.434,0.044,-0.244,0.139,1.0,1
219,381.9,477.8,27.439,0.046,0.791,0.072,1.0,1
257,394.3,463.4,27.444,0.046,0.809,0.07,1.0,1
321,414.3,539.9,27.448,0.046,0.784,0.072,1.0,1
617,504.5,445.9,27.458,0.046,0.042,0.116,1.0,1
206,377.6,484.0,27.467,0.047,0.451,0.089,1.0,1
613,503.2,343.3,27.468,0.047,0.939,0.068,1.0,1
248,391.5,277.5,27.476,0.047,1.184,0.062,1.0,1
786,584.0,367.9,27.489,0.048,0.765,0.075,1.0,1
94,329.5,532.4,27.49,0.048,0.643,0.082,1.0,1
696,538.6,305.1,27.49,0.048,1.072,0.065,1.0,1
138,351.7,388.6,27.495,0.047,0.303,0.099,1.0,1
736,556.6,345.5,27.496,0.048,0.262,0.105,1.0,1
777,581.6,542.3,27.497,0.047,-0.261,0.151,1.0,1
35,299.6,540.3,27.5,0.048,1.114,0.065,1.0,1
353,423.7,328.4,27.503,0.048,0.953,0.069,1.0,1
644,514.4,505.5,27.503,0.05,0.711,0.081,1.0,1
125,344.1,409.8,27.504,0.048,0.134,0.113,1.0,1
115,337.9,521.3,27.509,0.048,-0.037,0.129,1.0,1
665,521.5,383.7,27.51,0.05,0.843,0.076,1.0,1
171,366.4,455.3,27.516,0.049,1.045,0.068,1.0,1
703,540.5,503.3,27.522,0.049,0.737,0.078,1.0,1
574,489.4,489.3,27.532,0.05,0.543,0.09,1.0,1
667,522.2,329.5,27.532,0.049,0.195,0.11,1.0,1
145,354.2,285.4,27.557,0.049,-0.059,0.135,1.0,1
121,340.4,299.4,27.562,0.05,0.418,0.098,1.0,1
551,481.0,489.1,27.562,0.05,-0.116,0.143,1.0,1
331,417.5,298.3,27.563,0.051,0.926,0.074,1.0,1
64,316.6,272.5,27.566,0.052,0.774,0.082,1.0,1
201,377.3,360.3,27.575,0.052,0.842,0.079,1.0,1
114,337.8,369.1,27.577,0.052,0.435,0.099,1.0,1
119,339.9,406.6,27.585,0.052,0.823,0.079,1.0,1
395,435.4,318.3,27.591,0.057,0.953,0.081,1.0,1
656,519.4,492.1,27.598,0.053,0.555,0.093,1.0,1
570,487.8,384.5,27.601,0.053,0.728,0.085,1.0,1
702,540.5,499.8,27.607,0.053,0.062,0.131,1.0,1
111,336.8,313.4,27.61,0.053,0.933,0.076,1.0,1
139,352.0,527.7,27.61,0.053,0.053,0.133,1.0,1
60,314.5,376.7,27.611,0.053,0.823,0.082,1.0,1
509,466.3,340.4,27.618,0.054,0.762,0.085,1.0,1
580,491.5,496.4,27.628,0.055,0.621,0.095,1.0,1
47,306.1,426.1,27.633,0.053,0.076,0.131,1.0,1
165,364.5,533.4,27.633,0.057,1.098,0.077,1.0,1
380,430.9,293.7,27.633,0.054,0.479,0.101,1.0,1
672,523.8,283.9,27.633,0.055,0.776,0.085,1.0,1
597,499.2,332.9,27.645,0.055,0.848,0.083,1.0,1
730,554.1,516.2,27.648,0.055,0.404,0.107,1.0,1
11,288.5,522.8,27.649,0.056,0.607,0.095,1.0,1
255,393.4,335.3,27.649,0.055,0.355,0.111,1.0,1
134,350.1,386.0,27.654,0.055,0.618,0.094,1.0,1
314,412.2,331.2,27.657,0.054,0.213,0.123,1.0,1
602,500.5,301.5,27.664,0.056,1.09,0.076,1.0,1
686,530.4,408.0,27.673,0.056,0.165,0.13,1.0,1
629,507.8,413.8,27.675,0.056,0.237,0.124,1.0,1
132,348.6,476.5,27.681,0.057,0.478,0.106,1.0,1
354,423.8,375.4,27.682,0.056,1.469,0.067,1.0,1
717,545.9,360.9,27.684,0.058,0.84,0.087,1.0,1
397,435.4,358.2,27.688,0.057,1.179,0.075,1.0,1
753,565.6,413.3,27.69,0.058,0.578,0.1,1.0,1
58,312.2,370.0,27.692,0.058,0.95,0.083,1.0,1
191,373.4,512.8,27.695,0.057,0.492,0.107,1.0,1
170,366.0,295.4,27.701,0.058,0.932,0.083,1.0,1
328,416.4,306.7,27.702,0.057,1.428,0.069,1.0,1
86,324.6,425.4,27.708,0.058,0.313,0.12,1.0,1
29,298.4,376.5,27.713,0.06,1.468,0.072,1.0,1
235,387.0,481.3,27.713,0.058,0.547,0.104,1.0,1
553,481.6,511.4,27.714,0.058,0.035,0.147,1.0,1
90,327.6,358.4,27.716,0.058,0.173,0.135,1.0,1
774,581.1,483.6,27.735,0.06,0.715,0.097,1.0,1
72,319.0,436.9,27.737,0.059,0.574,0.105,1.0,1
620,505.6,371.7,27.74,0.059,0.118,0.141,1.0,1
519,470.0,343.6,27.742,0.06,0.749,0.095,1.0,1
733,554.3,531.7,27.749,0.061,0.822,0.093,1.0,1
21,295.3,485.8,27.751,0.059,0.098,0.145,1.0,1
584,493.8,481.0,27.764,0.061,0.681,0.101,1.0,1
650,517.4,276.6,27.765,0.064,1.022,0.088,1.0,1
583,492.2,306.3,27.766,0.061,0.584,0.106,1.0,1
28,298.0,486.8,27.778,0.061,0.035,0.155,1.0,1
720,547.8,519.3,27.778,0.063,0.704,0.102,1.0,1
670,523.1,426.5,27.781,0.062,0.558,0.11,1.0,1
642,513.3,413.0,27.783,0.063,1.13,0.084,1.0,1
649,517.2,309.9,27.785,0.062,0.847,0.094,1.0,1
19,295.2,294.1,27.792,0.063,0.764,0.099,1.0,1
149,356.8,542.5,27.795,0.064,0.666,0.106,1.0,1
153,360.4,406.8,27.795,0.063,1.26,0.08,1.0,1
687,531.8,289.2,27.796,0.063,1.095,0.086,1.0,1
772,579.5,364.1,27.803,0.063,1.061,0.086,1.0,1
135,350.8,331.0,27.812,0.063,0.306,0.133,1.0,1
544,478.6,403.3,27.816,0.063,0.299,0.133,1.0,1
152,358.9,280.8,27.821,0.063,0.2,0.142,1.0,1
478,458.1,347.1,27.821,0.064,0.41,0.125,1.0,1
378,430.6,307.3,27.822,0.063,0.528,0.115,1.0,1
494,461.7,358.2,27.822,0.065,0.804,0.1,1.0,1
525,472.1,346.6,27.824,0.065,1.113,0.087,1.0,1
104,333.3,343.3,27.826,0.065,0.888,0.096,1.0,1
74,320.5,443.8,27.831,0.065,1.046,0.09,1.0,1
241,387.9,312.5,27.834,0.064,0.321,0.132,1.0,1
615,504.1,408.9,27.835,0.066,0.693,0.108,1.0,1
49,308.6,319.0,27.84,0.065,0.336,0.134,1.0,1
41,303.6,383.4,27.844,0.066,1.107,0.089,1.0,1
526,472.2,370.0,27.847,0.066,0.692,0.108,1.0,1
757,570.2,280.0,27.851,0.067,0.855,0.1,1.0,1
768,576.6,404.2,27.853,0.068,0.775,0.105,1.0,1
744,562.5,515.9,27.855,0.067,1.049,0.092,1.0,1
99,331.3,305.9,27.86,0.067,0.822,0.103,1.0,1
100,331.3,450.6,27.861,0.067,1.263,0.085,1.0,1
793,587.4,299.4,27.877,0.069,0.948,0.099,1.0,1
122,341.1,325.2,27.887,0.069,0.41,0.133,1.0,1
535,474.7,292.1,27.895,0.069,0.687,0.113,1.0,1
244,389.5,321.4,27.907,0.07,0.803,0.108,1.0,1
785,583.3,461.1,27.91,0.07,0.276,0.149,1.0,1
22,295.6,329.4,27.916,0.07,0.866,0.105,1.0,1
177,368.0,375.6,27.929,0.07,1.796,0.078,1.0,1
80,322.5,423.5,27.932,0.072,1.188,0.094,1.0,1
337,419.4,307.1,27.934,0.071,0.858,0.107,1.0,1
286,404.9,325.6,27.936,0.071,0.724,0.114,1.0,1
3,282.8,415.2,27.938,0.073,0.597,0.125,1.0,1
107,334.6,482.7,27.944,0.072,0.457,0.137,1.0,1
9,286.6,474.1,27.947,0.073,0.715,0.117,1.0,1
33,299.1,464.4,27.948,0.074,1.09,0.1,1.0,1
223,383.0,532.8,27.948,0.073,0.464,0.137,1.0,1
50,308.6,359.4,27.957,0.072,0.341,0.149,1.0,1
81,323.0,276.6,27.961,0.072,0.237,0.158,1.0,1
195,375.3,381.7,27.969,0.074,0.399,0.144,1.0,1
622,505.6,540.7,27.969,0.074,0.952,0.107,1.0,1
606,502.2,314.4,27.97,0.072,2.039,0.077,1.0,1
190,373.1,283.1,27.978,0.074,0.487,0.136,1.0,1
370,428.3,277.5,27.979,0.073,1.733,0.082,1.0,1
790,587.1,284.3,27.985,0.074,1.056,0.102,1.0,1
467,455.8,317.8,27.986,0.073,0.255,0.16,1.0,1
563,484.0,312.5,27.988,0.074,0.408,0.145,1.0,1
616,504.4,311.1,27.989,0.075,1.465,0.09,1.0,1
614,503.8,333.7,27.991,0.075,0.943,0.108,1.0,1
468,455.8,341.2,27.992,0.075,0.56,0.132,1.0,1
599,499.8,363.7,27.992,0.075,0.746,0.119,1.0,1
659,520.5,391.3,27.999,0.076,0.323,0.156,1.0,1
184,371.2,497.8,28.014,0.076,0.439,0.147,1.0,1
185,371.4,470.2,28.019,0.076,1.496,0.09,1.0,1
34,299.3,318.6,28.029,0.078,0.464,0.147,1.0,1
189,372.7,541.4,28.03,0.078,0.99,0.11,1.0,1
308,410.9,525.3,28.032,0.078,0.482,0.146,1.0,1
239,387.5,511.4,28.041,0.08,0.787,0.124,1.0,1
759,572.7,468.7,28.041,0.08,1.723,0.09,1.0,1
254,393.4,286.1,28.044,0.077,0.355,0.157,1.0,1
732,554.3,413.1,28.044,0.079,1.3,0.099,1.0,1
666,521.7,466.3,28.05,0.08,1.369,0.098,1.0,1
694,537.5,487.0,28.056,0.081,0.702,0.131,1.0,1
408,437.8,305.4,28.064,0.08,0.643,0.136,1.0,1
731,554.2,336.2,28.073,0.08,1.701,0.091,1.0,1
653,517.5,535.5,28.079,0.082,1.715,0.093,1.0,1
690,534.1,507.5,28.087,0.084,1.033,0.116,1.0,1
15,290.2,402.8,28.107,0.085,1.064,0.117,1.0,1
205,377.5,545.3,28.111,0.084,0.611,0.145,1.0,1
96,330.2,407.5,28.113,0.084,0.855,0.127,1.0,1
682,529.2,333.6,28.115,0.083,1.535,0.097,1.0,1
603,501.9,464.6,28.118,0.086,1.179,0.112,1.0,1
112,337.3,303.9,28.121,0.083,0.678,0.138,1.0,1
705,541.7,373.5,28.134,0.086,1.386,0.105,1.0,1
97,330.6,269.2,28.146,0.086,0.417,0.167,1.0,1
775,581.4,512.9,28.151,0.086,1.693,0.098,1.0,1
5,283.5,545.5,28.155,0.087,1.251,0.112,1.0,1
14,289.9,435.9,28.157,0.088,1.167,0.116,1.0,1
689,532.4,398.9,28.164,0.087,0.538,0.158,1.0,1
137,351.6,416.0,28.165,0.088,1.18,0.115,1.0,1
609,502.4,323.9,28.165,0.089,0.975,0.126,1.0,1
20,295.2,507.6,28.169,0.081,2.973,0.083,1.0,1
646,515.1,547.2,28.175,0.089,0.507,0.163,1.0,1
760,573.7,308.5,28.176,0.088,0.698,0.145,1.0,1
42,304.2,420.5,28.179,0.088,1.305,0.111,1.0,1
63,316.2,422.5,28.181,0.089,0.919,0.131,1.0,1
675,524.5,466.8,28.194,0.091,0.818,0.14,1.0,1
708,543.1,518.9,28.213,0.092,0.782,0.145,1.0,1
27,297.6,342.1,28.216,0.093,0.917,0.136,1.0,1
30,298.4,522.4,28.217,0.092,0.404,0.181,1.0,1
411,438.3,328.6,28.225,0.093,1.693,0.106,1.0,1
69,318.0,431.8,28.232,0.094,0.614,0.162,1.0,1
73,319.7,509.9,28.254,0.096,0.525,0.173,1.0,1
450,450.6,322.0,28.256,0.094,1.447,0.113,1.0,1
704,541.5,434.4,28.256,0.098,0.868,0.147,1.0,1
40,303.6,375.5,28.261,0.097,0.917,0.141,1.0,1
31,298.7,327.5,28.264,0.095,1.508,0.112,1.0,1
17,292.6,546.2,28.267,0.097,1.492,0.115,1.0,1
174,366.7,448.1,28.272,0.098,0.993,0.138,1.0,1
740,559.8,338.7,28.273,0.095,1.511,0.113,1.0,1
735,556.4,518.4,28.278,0.098,0.665,0.164,1.0,1
749,564.0,376.5,28.28,0.099,1.112,0.132,1.0,1
218,381.9,468.3,28.285,0.097,1.274,0.123,1.0,1
95,330.0,283.6,28.298,0.099,1.435,0.119,1.0,1
59,313.6,342.2,28.315,0.102,0.701,0.166,1.0,1
679,525.8,316.1,28.321,0.102,1.346,0.125,1.0,1
781,582.1,277.8,28.326,0.102,1.534,0.119,1.0,1
787,584.3,362.6,28.327,0.1,1.708,0.113,1.0,1
762,574.2,430.4,28.336,0.102,1.649,0.117,1.0,1
8,285.2,504.0,28.353,0.105,1.087,0.142,1.0,1
71,319.0,360.2,28.355,0.105,1.132,0.14,1.0,1
312,411.9,539.1,28.36,0.105,1.71,0.119,1.0,1
764,575.2,485.8,28.36,0.106,1.358,0.13,1.0,1
23,296.5,546.6,28.361,0.104,1.907,0.114,1.0,1
269,398.1,320.7,28.368,0.105,1.287,0.133,1.0,1
652,517.5,301.6,28.372,0.106,1.443,0.127,1.0,1
38,302.3,396.4,28.383,0.108,1.03,0.15,1.0,1
457,453.1,548.0,28.388,0.11,1.182,0.144,1.0,1
227,384.5,332.2,28.398,0.109,1.053,0.15,1.0,1
716,545.3,293.5,28.419,0.112,1.098,0.151,1.0,1
680,527.3,466.9,28.422,0.113,1.179,0.148,1.0,1
627,507.3,309.4,28.434,0.114,1.127,0.152,1.0,1
752,565.5,290.6,28.439,0.112,0.85,0.169,1.0,1
105,334.4,273.4,28.448,0.113,1.698,0.127,1.0,1
676,524.8,286.5,28.451,0.114,0.912,0.167,1.0,1
685,529.5,345.6,28.452,0.114,1.661,0.13,1.0,1
516,469.4,306.5,28.467,0.116,1.044,0.159,1.0,1
169,365.9,488.6,28.474,0.114,1.798,0.127,1.0,1
711,543.8,496.0,28.535,0.123,1.699,0.139,1.0,1
