Reg      ID      X(")        Y(")          LogAge      [Fe/H]VI     logg          E(B-V)       RA(deg)    Dec(deg)       V            eV           VI           eVI   
6     62001     -51.99700     153.40199       9.40000      -1.96122       1.25508       0.04549       0.47708     -15.41822      22.91400       0.01000       1.13800       0.01500
6     62236     -51.29300    -246.56300       9.25000      -1.95947       0.97072       0.14977       0.47729     -15.52933      22.66300       0.01100       1.37000       0.01400
6     62523     -50.46800      94.99100      10.10000      -1.99041       0.85238       0.03549       0.47754     -15.43444      22.82100       0.00900       1.27400       0.01300
6     62790     -49.67900      65.55600      10.10000      -1.98988       0.93979       0.03721       0.47775     -15.44261      22.97300       0.00700       1.24600       0.01100
6     63296     -48.26900     326.78601       9.70000      -1.96871       0.82166       0.03269       0.47817     -15.37006      22.50700       0.01100       1.31000       0.01200
6     63713     -47.13300    -132.78101      10.15000      -1.99516       0.84181       0.03768       0.47850     -15.49772      22.84600       0.00900       1.28100       0.01100
6     63733     -47.07900     145.37700      10.10000      -1.98995       0.88840       0.04549       0.47850     -15.42044      22.92300       0.00900       1.27300       0.01300
6     64019     -46.22100      25.68800       9.95000      -1.97947       0.83844       0.03721       0.47875     -15.45369      22.75300       0.00900       1.31400       0.01400
6     64042     -46.17100      39.89600       9.60000      -1.89531       0.46026       0.03721       0.47879     -15.44975      22.53300       0.01100       1.46700       0.01200
6     65000     -43.35000     268.20999      10.05000      -1.98589       0.88677       0.05387       0.47958     -15.38633      22.90300       0.00900       1.28900       0.01100
6     65395     -42.25200     -24.65900      10.20000      -1.90650       0.25294       0.03807       0.47992     -15.46769      22.40500       0.00700       1.45900       0.00900
6     65792     -41.10000     139.47600       9.90000      -1.90118       0.94196       0.03549       0.48025     -15.42208      23.05500       0.00500       1.31300       0.01100
6     66063     -40.34000      42.95200       9.70000      -1.96765       0.97833       0.03721       0.48046     -15.44889      22.71800       0.00800       1.23200       0.01200
6     66274     -39.76300     128.95100      10.20000      -1.99876       0.82474       0.03549       0.48063     -15.42500      22.86200       0.00900       1.28600       0.01200
6     66373     -39.48700      68.84900       9.85000      -1.90020       0.50110       0.03721       0.48071     -15.44169      22.58600       0.00900       1.57000       0.01100
6     66825     -38.21000    -235.25000       9.90000      -1.90118       0.59721       0.03435       0.48108     -15.52617      22.60500       0.00800       1.47900       0.00900
6     66896     -38.03800     -42.75900       9.55000      -1.96378       1.06974       0.05149       0.48113     -15.47272      22.77600       0.01100       1.21300       0.01300
6     67084     -37.49500     -88.22000      10.05000      -1.98558       0.91571       0.03768       0.48129     -15.48533      22.90700       0.01200       1.25500       0.01400
6     67140     -37.32500     153.76100      10.25000      -1.90765       0.37766       0.05549       0.48133     -15.41811      22.48200       0.00600       1.39700       0.00900
6     67622     -35.99300     -75.39400      10.00000      -1.98123       0.54117       0.03768       0.48171     -15.48178      22.35300       0.00800       1.43300       0.01000
6     67737     -35.67600     497.27100       9.30000      -1.89380       0.77298       0.15170       0.48179     -15.32269      22.57300       0.00900       1.49600       0.01100
6     67926     -35.19100     258.31799       9.75000      -1.96929       0.83794       0.05387       0.48196     -15.38908      22.60700       0.00500       1.31700       0.00800
6     68040     -34.86700      16.10100      10.20000      -1.99876       0.82474       0.03721       0.48204     -15.45636      22.87000       0.00700       1.29000       0.01100
6     68105     -34.70900    -192.44600       9.95000      -1.90071       0.28139       0.03692       0.48208     -15.51428      22.44000       0.00800       1.49300       0.01300
6     68668     -33.11900      54.75300       9.40000      -1.96122       1.02626       0.03721       0.48254     -15.44561      22.52700       0.01100       1.20900       0.01400
6     69250     -31.61700     360.08099       9.20000      -1.96053       1.40448       0.03327       0.48296     -15.36081      22.99500       0.01100       1.08600       0.01200
6     69514     -30.88800     120.84500       9.90000      -1.97541       0.86461       0.03549       0.48317     -15.42728      22.70700       0.00400       1.28100       0.01000
6     69670     -30.47700    -100.59000       9.55000      -1.96390       1.20982       0.03768       0.48329     -15.48878      22.95000       0.01400       1.14800       0.01600
6     69724     -30.33500     111.56900       9.90000      -1.97569       1.12128       0.03549       0.48333     -15.42983      23.09100       0.00900       1.17800       0.01200
6     70232     -29.03200     159.13100      10.05000      -1.98558       0.91571       0.06549       0.48371     -15.41664      22.99400       0.00900       1.29200       0.01300
6     70851     -27.41400      25.54800      10.15000      -1.99427       0.76526       0.03721       0.48417     -15.45375      22.75800       0.01300       1.31900       0.01600
6     70870     -27.34600      20.20700      10.15000      -1.99459       0.96753       0.03721       0.48421     -15.45522      23.04800       0.01200       1.22800       0.01600
6     70872     -27.34400     -21.24500       9.50000      -1.96264       0.76052       0.05807       0.48421     -15.46672      22.29700       0.00800       1.35000       0.01000
6     70993     -27.02700     414.44699      10.00000      -1.98114       0.79232       0.03295       0.48429     -15.34572      22.67900       0.00500       1.30600       0.00700
6     71158     -26.62000      78.91500      10.15000      -1.99535       0.92411       0.03721       0.48442     -15.43892      22.96500       0.01100       1.24600       0.01400
6     71351     -26.10700      97.22300      10.20000      -1.90615       0.23612       0.03549       0.48454     -15.43383      22.39100       0.01200       1.45200       0.01500
6     71354     -26.10500     277.76401       9.65000      -1.96617       0.86915       0.05387       0.48454     -15.38367      22.58000       0.00500       1.30100       0.00700
6     71767     -25.02200    -134.64799       9.70000      -1.92500       0.76471       0.03768       0.48487     -15.49822      22.46400       0.00900       1.32500       0.01200
6     72056     -24.24800    -128.50999       9.90000      -1.90118       0.97811       0.03768       0.48508     -15.49653      23.11100       0.01400       1.30200       0.01700
6     72215     -23.85700     132.06400      10.20000      -1.90615       0.49845       0.03549       0.48521     -15.42414      22.67300       0.00800       1.35400       0.01200
6     72378     -23.47800     174.90300      10.10000      -1.99224       0.91755       0.03482       0.48533     -15.41225      22.97500       0.00500       1.27500       0.01000
6     72708     -22.66200    -122.96200      10.20000      -1.90895       0.52168       0.03768       0.48554     -15.49500      22.53100       0.00600       1.45200       0.00800
6     73145     -21.61500     311.23801      10.15000      -1.90549       0.16498       0.03327       0.48588     -15.37439      22.39300       0.00800       1.52400       0.01000
6     73231     -21.38700      88.61500       9.35000      -1.96082       1.26071       0.03549       0.48592     -15.43622      22.84400       0.01000       1.12200       0.01300
6     73288     -21.20400    -117.13300       9.95000      -1.90071       0.16608       0.03768       0.48596     -15.49336      22.46600       0.01000       1.52300       0.01200
6     73512     -20.67800      21.88600      10.05000      -1.98554       0.80567       0.03721       0.48613     -15.45475      22.75500       0.01000       1.30700       0.01200
6     73547     -20.59600     595.51501       9.70000      -1.96880       0.91394       0.03084       0.48617     -15.29542      22.64000       0.00800       1.27200       0.00900
6     74182     -19.03600     103.33000       9.50000      -1.96392       1.10935       0.03549       0.48658     -15.43214      22.78400       0.00600       1.19300       0.01100
6     74400     -18.48500     -68.34300       8.75000      -1.96357       1.42531       0.03768       0.48675     -15.47980      22.47800       0.00900       1.05200       0.01400
6     74479     -18.29500     239.58900      10.00000      -1.98149       1.02549       0.03387       0.48679     -15.39428      23.01000       0.01200       1.21000       0.01400
6     74941     -17.08100    -366.28799       9.85000      -1.90020       0.78482       0.03353       0.48717     -15.56258      22.87700       0.00400       1.40800       0.00700
6     75091     -16.69300     123.44600       9.95000      -1.97851       1.06587       0.03549       0.48729     -15.42656      23.04100       0.01000       1.19600       0.01400
6     75153     -16.52100     -84.79400      10.15000      -1.90471       0.48507       0.03768       0.48733     -15.48439      22.80500       0.00900       1.41000       0.01100
6     75353     -16.00300    -133.71899       9.85000      -1.97337       0.77386       0.08739       0.48746     -15.49797      22.70700       0.01600       1.38900       0.02500
6     75394     -15.89200     -48.29800      10.00000      -1.98113       0.97439       0.03807       0.48750     -15.47425      22.96600       0.00800       1.22900       0.01100
6     75430     -15.78300     115.98100       9.45000      -1.89411       0.62957       0.03549       0.48754     -15.42861      22.54700       0.01300       1.55400       0.01500
6     75589     -15.42100     188.88100       9.70000      -1.92640       0.70847       0.03482       0.48763     -15.40836      22.33600       0.00800       1.34700       0.01000
6     75849     -14.71800     217.61800       9.55000      -1.89611       0.67042       0.03482       0.48783     -15.40039      22.39300       0.01200       1.44000       0.01400
6     76096     -14.15000      -4.41500       9.35000      -1.96083       0.92738       0.03807       0.48800     -15.46206      22.33600       0.01000       1.25200       0.01200
6     76253     -13.68000     166.52299      10.05000      -1.98582       0.72545       0.03482       0.48813     -15.41458      22.61500       0.01000       1.33700       0.01300
6     76682     -12.65100     176.47900       9.85000      -1.90019       0.37843       0.03482       0.48846     -15.41181      22.31100       0.00600       1.37900       0.01000
6     77134     -11.56900      16.32700       9.90000      -1.90117       0.42235       0.03721       0.48875     -15.45631      22.28400       0.01000       1.35400       0.01200
6     77968      -9.52200    -110.84500       9.45000      -1.89411       0.58913       0.03768       0.48933     -15.49161      22.52100       0.00600       1.58400       0.00900
6     78066      -9.30300      62.06200      10.20000      -1.99874       0.93757       0.03721       0.48942     -15.44358      23.03200       0.01100       1.23800       0.01800
6     78157      -9.06800      15.74500       9.00000      -1.95624       1.28046       0.03721       0.48946     -15.45647      22.51600       0.01000       1.10300       0.01400
6     78566      -8.09100     130.05000       9.85000      -1.90020       0.72853       0.03549       0.48975     -15.42470      22.80300       0.00700       1.43800       0.01100
6     78684      -7.77600      14.00100       9.90000      -1.97564       1.07780       0.03721       0.48983     -15.45694      23.02600       0.01000       1.19700       0.01500
6     78748      -7.62900     157.27000      10.00000      -1.98113       0.82717       0.04549       0.48988     -15.41714      22.78100       0.00900       1.31100       0.01300
6     78781      -7.54300    -123.01700      10.20000      -1.99996       0.85759       0.03768       0.48992     -15.49500      22.90100       0.00900       1.27300       0.01200
6     78871      -7.31500     -71.69200       9.85000      -1.97309       0.80422       0.03768       0.48996     -15.48075      22.59600       0.00800       1.30600       0.01100
6     78977      -7.06100    -372.32700       9.90000      -1.90118       0.88240       0.03353       0.49004     -15.56425      22.96800       0.00700       1.33700       0.00800
6     79047      -6.89000     178.66901      10.20000      -2.00137       0.80709       0.03482       0.49008     -15.41119      22.88300       0.00700       1.32100       0.01000
6     79201      -6.49200     321.73099       9.45000      -1.89411       0.67761       0.03327       0.49021     -15.37147      22.58800       0.00400       1.52000       0.00600
6     79329      -6.13600    -448.31299      10.10000      -1.90326       0.41277       0.03229       0.49033     -15.58536      22.84500       0.00400       1.46500       0.00800
6     79348      -6.08300     118.60100       9.90000      -1.90117       0.48840       0.03549       0.49033     -15.42789      22.44800       0.00700       1.30700       0.01000
6     79753      -5.13500    -205.66701      10.10000      -1.99039       0.84886       0.05692       0.49058     -15.51797      22.89000       0.01400       1.30400       0.01500
6     80128      -4.20600     291.37701       9.55000      -1.96381       0.81284       0.03387       0.49087     -15.37989      22.34200       0.01100       1.30100       0.01200
6     80304      -3.73300     -80.77300       9.45000      -1.96183       0.80669       0.03768       0.49100     -15.48328      22.25600       0.01000       1.30200       0.01200
6     81684      -0.24100      66.77900      10.25000      -2.00326       0.87962       0.03721       0.49200     -15.44228      22.97900       0.01400       1.26400       0.01700
6     81827       0.08700     224.79300       8.95000      -1.95670       1.32062       0.03482       0.49213     -15.39839      22.51700       0.01200       1.08900       0.01300
6     81959       0.41200    -182.92300       9.20000      -1.95838       1.44307       0.03692       0.49221     -15.51164      23.00300       0.01200       1.06500       0.01500
6     81971       0.45200     180.40401       9.15000      -1.95920       1.43564       0.03482       0.49221     -15.41072      23.00400       0.01200       1.07700       0.01600
6     82068       0.66800     123.66000       9.70000      -1.92713       0.90344       0.03549       0.49229     -15.42647      22.61900       0.00900       1.26300       0.01300
6     82332       1.28000     228.97900       9.60000      -1.96475       0.91095       0.03482       0.49246     -15.39722      22.52700       0.01000       1.26100       0.01200
6     82602       1.99800    -163.85899       9.50000      -1.89591       0.77703       0.03692       0.49267     -15.50636      22.28400       0.00700       1.31900       0.01000
6     83024       3.02600     180.11900       9.20000      -1.95848       1.47046       0.03482       0.49296     -15.41080      23.04400       0.01000       1.05300       0.01500
6     83056       3.10800     -28.33500       9.95000      -1.90071       0.24958       0.03807       0.49296     -15.46869      22.43600       0.00800       1.51400       0.01100
6     83111       3.32000      74.29600       9.30000      -1.96024       1.03536       0.03721       0.49304     -15.44019      22.44500       0.00800       1.20600       0.01200
6     83215       3.55200     278.23599       9.35000      -1.96083       0.90688       0.04387       0.49313     -15.38356      22.32200       0.01000       1.26200       0.01200
6     83507       4.30300     -69.47300       9.65000      -1.89647       0.40134       0.03768       0.49333     -15.48014      22.49800       0.00700       1.43500       0.00900
6     83574       4.43100      68.09000       9.75000      -1.96940       0.97034       0.03721       0.49338     -15.44192      22.74600       0.01000       1.23600       0.01200
6     83649       4.64400     -25.40500       9.90000      -1.90117       0.52418       0.03807       0.49342     -15.46789      22.66400       0.01300       1.50200       0.01400
6     83660       4.67600     154.19000       9.75000      -1.96929       0.83794       0.03549       0.49342     -15.41800      22.54800       0.01400       1.29100       0.01700
6     83980       5.44400     -83.33400       9.20000      -1.95973       1.26742       0.03768       0.49367     -15.48397      22.77700       0.00900       1.13100       0.01200
6     83981       5.44400     168.43401      10.10000      -1.99055       0.82167       0.03482       0.49367     -15.41405      22.77900       0.01100       1.29300       0.01400
6     84300       6.27000     121.43400      10.05000      -1.98587       0.77628       0.03549       0.49388     -15.42711      22.68900       0.01400       1.31400       0.01600
6     84534       6.84500     -14.86200      10.10000      -1.99219       0.89368       0.03807       0.49404     -15.46497      22.95200       0.01000       1.28600       0.01400
6     84650       7.09900    -359.62500      10.15000      -1.90471       0.19149       0.03353       0.49413     -15.56072      22.47600       0.00900       1.52300       0.01000
6     84993       7.93700     -56.45700       9.60000      -1.89715       0.75115       0.03807       0.49438     -15.47653      22.34900       0.00800       1.33900       0.01200
6     85070       8.13500     254.35899       9.85000      -1.97358       1.13296       0.03387       0.49442     -15.39017      23.06400       0.01500       1.17100       0.02000
6     86236      10.92200      47.75500       9.30000      -1.96149       1.20193       0.03721       0.49525     -15.44756      22.76200       0.00900       1.15400       0.01300
6     86425      11.34200      38.21400      10.15000      -1.90471       0.37654       0.03721       0.49533     -15.45022      22.68500       0.00900       1.45100       0.01100
6     86451      11.40200      91.71400       9.95000      -1.90098       0.30028       0.03549       0.49538     -15.43536      22.51600       0.00600       1.50400       0.00900
6     86637      11.81200      35.20300       9.90000      -1.90117       0.55677       0.03721       0.49550     -15.45106      22.70900       0.01600       1.48800       0.01800
6     87327      13.51000     118.71700      10.10000      -1.98990       0.92638       0.03549       0.49596     -15.42786      22.94500       0.00900       1.24700       0.01600
6     87454      13.85200     165.60001      10.00000      -1.98164       1.06943       0.03482       0.49608     -15.41483      23.08200       0.01600       1.19000       0.02000
6     87479      13.89600     221.33200       9.75000      -1.96946       1.11465       0.03482       0.49608     -15.39936      22.95900       0.01100       1.18000       0.01300
6     87871      14.88800    -294.43399      10.25000      -2.00611       0.83687       0.03435       0.49638     -15.54261      22.96600       0.01800       1.30600       0.01900
6     88226      15.69700      50.95900       9.35000      -1.96076       1.30137       0.03721       0.49662     -15.44667      22.91800       0.01000       1.11200       0.01600
6     88482      16.36600     -65.20600      10.10000      -1.90459       0.13723       0.04768       0.49679     -15.47894      22.46600       0.01500       1.57900       0.01700
6     88769      17.05900    -257.44699       9.25000      -1.95959       1.39610       0.03435       0.49700     -15.53233      22.96800       0.01800       1.07800       0.02000
6     89422      18.64100    -275.91901       9.95000      -1.90098       0.30915       0.03435       0.49746     -15.53747      22.55300       0.01000       1.50600       0.01200
6     89919      19.80300    -124.75200      10.05000      -1.90427       0.44521       0.03768       0.49779     -15.49550      22.59300       0.01000       1.40500       0.01200
6     90054      20.13200      -5.67100       9.45000      -1.89411       0.55615       0.03807       0.49787     -15.46242      22.48700       0.01300       1.60100       0.01400
6     90089      20.22100     -42.18000       9.80000      -1.89921       0.40247       0.03807       0.49792     -15.47256      22.27000       0.00700       1.40300       0.01100
6     90266      20.62800     -23.08400       9.70000      -1.96871       0.78600       0.03807       0.49804     -15.46725      22.47200       0.01100       1.32800       0.01400
6     92477      26.00600     366.73599      10.25000      -1.90760       0.65349       0.03327       0.49958     -15.35897      22.94700       0.00700       1.43900       0.00900
6     92689      26.54200    -171.52600       9.65000      -1.89647       0.41879       0.03692       0.49975     -15.50847      22.51400       0.00500       1.42500       0.00700
6     92968      27.24000     -30.53300       9.75000      -1.89533       0.48500       0.03641       0.49992     -15.46931      22.84700       0.01100       1.49300       0.01400
6     93228      27.87000    -350.62399      10.15000      -1.99433       0.88007       0.03353       0.50013     -15.55822      22.90700       0.00800       1.25900       0.01000
6     93435      28.33500    -325.33401      10.15000      -1.99661       0.58518       0.03353       0.50025     -15.55119      22.52100       0.00700       1.41400       0.00900
6     93544      28.62700     -15.61800       8.50000      -1.96655       1.55732       0.21641       0.50033     -15.46517      22.96600       0.00900       1.22000       0.01200
6     93762      29.15000     166.05800       9.50000      -1.96267       1.12126       0.03494       0.50050     -15.41469      22.75300       0.01100       1.17700       0.01600
6     94049      29.80500     -42.20300       9.80000      -1.96694       0.77615       0.03641       0.50067     -15.47256      22.52200       0.01800       1.32400       0.02100
6     94050      29.80800     218.46100       9.70000      -1.92665       0.82577       0.03482       0.50067     -15.40014      22.50200       0.01100       1.29500       0.01300
6     94672      31.31600      33.88900       9.90000      -1.97547       0.80880       0.03661       0.50113     -15.45142      22.63400       0.00800       1.30400       0.01100
6     94779      31.57900     120.46300       9.10000      -1.95619       1.40669       0.11571       0.50117     -15.42736      23.09100       0.01400       1.17100       0.01800
6     94899      31.81200      81.59800       9.80000      -1.89920       0.46742       0.03661       0.50125     -15.43817      22.38700       0.00700       1.37500       0.01000
6     94935      31.87300     131.81700       9.85000      -1.90019       0.36099       0.03571       0.50125     -15.42422      22.28600       0.00800       1.38500       0.01000
6     95305      32.76000    -157.61099      10.10000      -1.99000       0.92300       0.03543       0.50154     -15.50461      22.94000       0.00900       1.24800       0.01300
6     95600      33.56100     102.75600       9.20000      -1.95844       1.05421       0.03571       0.50175     -15.43228      22.36900       0.01100       1.18800       0.01500
6     95712      33.77600     -52.03400       9.75000      -1.96937       1.02887       0.03641       0.50183     -15.47528      22.83100       0.01200       1.21600       0.01500
6     95858      34.17000     255.33501      10.15000      -1.98363       0.68873       0.03396       0.50192     -15.38992      22.64400       0.01000       1.35000       0.01200
6     96123      34.76400      15.47900       8.70000      -1.96384       1.36583       0.03661       0.50208     -15.45653      22.31200       0.00900       1.05700       0.01200
6     96466      35.60900     146.69099      10.00000      -1.98124       0.74238       0.03571       0.50233     -15.42008      22.62100       0.01300       1.33200       0.01600
6     96871      36.57500     112.57000       9.40000      -1.96089       0.80781       0.11571       0.50262     -15.42956      22.46200       0.01000       1.40500       0.01300
6     96961      36.78400       2.08300      10.15000      -1.90286       0.25465       0.03641       0.50267     -15.46025      22.80400       0.01100       1.51100       0.01400
6     97119      37.11700     138.90700       9.60000      -1.96491       0.97704       0.03571       0.50279     -15.42225      22.62100       0.01000       1.23100       0.01300
6     97255      37.46300     207.35001       9.60000      -1.96490       0.99298       0.03494       0.50288     -15.40322      22.64500       0.01100       1.22000       0.01400
6     97270      37.51000    -239.39900      10.00000      -1.90489       0.77359       0.03443       0.50292     -15.52733      22.72800       0.01000       1.33300       0.01200
6     97965      39.22400      56.29800       9.70000      -1.92640       0.80998       0.03661       0.50338     -15.44519      22.48200       0.00800       1.30900       0.01200
6     98037      39.40800      -6.87400       6.40000      -1.98267       4.51486       1.60820       0.50346     -15.46275      23.08400       0.01100       1.36800       0.01300
6     98084      39.49700     118.60500       9.80000      -1.97112       0.89806       0.11571       0.50346     -15.42789      22.93300       0.01100       1.37000       0.01400
6     98205      39.79600     174.06799       9.95000      -1.97838       1.03670       0.03494       0.50354     -15.41247      22.99800       0.01000       1.20800       0.01400
6     98354      40.17000     -25.99800       9.75000      -1.96929       0.74344       0.03641       0.50367     -15.46805      22.42000       0.01300       1.33600       0.01500
6     98413      40.29600     -23.27500       9.95000      -1.97791       0.75828       0.03641       0.50371     -15.46731      22.60800       0.01200       1.32700       0.01400
6     98547      40.60300      -3.47200       6.40000      -1.99383       4.41313       1.60820       0.50379     -15.46181      22.85200       0.01000       1.34300       0.01300
6     98860      41.30800     225.99600      10.25000      -1.90760       0.65881       0.03494       0.50400     -15.39806      22.96400       0.00900       1.44900       0.01100
6     99236      42.24200    -209.39700      10.00000      -1.98138       0.94926       0.03543       0.50425     -15.51900      22.90000       0.00900       1.24100       0.01200
6     99625      43.21500    -239.95799       9.90000      -1.97538       1.02739       0.03443       0.50454     -15.52750      22.95700       0.01300       1.21200       0.01400
6     99648      43.25300    -286.42099       9.95000      -1.90098       0.29489       0.03443       0.50454     -15.54039      22.49000       0.01300       1.50100       0.01400
6    100186      44.56100     -58.87000       9.95000      -1.90071       0.37373       0.03641       0.50492     -15.47719      22.58500       0.00900       1.46000       0.01300
6    100223      44.63700    -547.58099       9.80000      -1.89921       0.40247       0.03217       0.50496     -15.61294      22.25100       0.00700       1.39600       0.00800
6    100273      44.75000     -79.84900       9.70000      -1.96934       1.16690       0.03705       0.50500     -15.48300      23.05600       0.01200       1.18400       0.01600
6    100303      44.84700      50.28500       9.55000      -1.96526       1.23082       0.03661       0.50500     -15.44686      23.03200       0.01000       1.15600       0.01500
6    100549      45.40600    -215.11800       9.75000      -1.96934       1.08605       0.03543       0.50517     -15.52058      22.91600       0.01300       1.19200       0.01900
6    100961      46.44600     170.70399       9.30000      -1.96132       1.33567       0.03494       0.50546     -15.41342      22.96900       0.01000       1.11000       0.01400
6    101092      46.73100     127.49700       9.95000      -1.90071       0.21818       0.03571       0.50554     -15.42542      22.45300       0.01000       1.54200       0.01200
6    101446      47.58400     405.07999      10.10000      -1.90326       0.42844       0.03289       0.50579     -15.34831      22.79200       0.00700       1.44100       0.00800
6    101577      47.87400     275.47699      10.20000      -1.99970       0.81204       0.03396       0.50587     -15.38431      22.82200       0.01200       1.28600       0.01400
6    101811      48.46300     -96.12700       9.95000      -1.90071       0.30088       0.03705       0.50604     -15.48753      22.48200       0.00700       1.49100       0.01000
6    102264      49.54600     226.75000       9.70000      -1.96880       0.91394       0.03494       0.50638     -15.39783      22.65200       0.00700       1.27000       0.00900
6    102360      49.73500     -87.11900      10.25000      -1.90759       0.76472       0.03705       0.50642     -15.48503      23.09600       0.01000       1.38700       0.01400
6    102443      49.93000    -447.45901       9.60000      -1.89531       0.31629       0.03223       0.50650     -15.58514      22.55600       0.00400       1.52500       0.00600
6    103427      52.43300    -119.26900      10.25000      -1.90759       0.45568       0.04705       0.50721     -15.49397      22.56200       0.00500       1.35600       0.00700
6    103451      52.47500    -296.08701       9.75000      -1.97080       1.11129       0.03443       0.50721     -15.54308      23.00200       0.01200       1.19900       0.01300
6    103467      52.52100      86.85400       8.90000      -1.95769       1.42653       0.03571       0.50721     -15.43669      22.64300       0.00700       1.06000       0.01300
6    103927      53.61500    -156.86600       9.45000      -1.96302       1.13058       0.04543       0.50754     -15.50442      22.80500       0.00900       1.19400       0.01100
6    104189      54.28100     -35.40500       9.45000      -1.96293       1.06059       0.03641       0.50771     -15.47067      22.66500       0.00700       1.20800       0.01100
6    104365      54.73700     307.25601      10.25000      -1.90759       0.45568       0.03375       0.50783     -15.37547      22.51800       0.01200       1.33600       0.01400
6    104657      55.53500    -191.89000      10.15000      -1.90797       0.59863       0.03543       0.50808     -15.51414      22.59600       0.01200       1.41100       0.01300
6    105200      56.92700    -104.16000       9.90000      -1.90118       0.54045       0.03705       0.50850     -15.48978      22.60200       0.01200       1.51400       0.01400
6    105459      57.60100    -184.10699      10.05000      -1.98587       0.77628       0.03543       0.50871     -15.51197      22.68800       0.00900       1.31200       0.01000
6    105597      57.95600     -68.50100       9.10000      -1.95626       1.36477       0.04705       0.50879     -15.47986      22.79600       0.00800       1.09800       0.01200
6    105727      58.27800      36.53400      10.20000      -1.90615       0.46123       0.03661       0.50888     -15.45069      22.63000       0.00800       1.37000       0.01300
6    105747      58.31900    -114.56200       9.40000      -1.96127       1.34839       0.04705       0.50888     -15.49267      23.07500       0.00700       1.10700       0.01000
6    106077      59.16800    -252.36700       9.85000      -1.97299       0.78556       0.07443       0.50912     -15.53094      22.69100       0.00800       1.36500       0.01000
6    106137      59.32500     136.28000       9.35000      -1.96074       1.05042       0.03571       0.50917     -15.42297      22.51000       0.01100       1.19100       0.01400
6    106306      59.75600     -57.07100      10.00000      -1.98116       0.65901       0.03641       0.50929     -15.47669      22.51100       0.01000       1.37200       0.01200
6    106380      59.94300     -66.85500       9.45000      -1.96186       0.97577       0.04705       0.50938     -15.47942      22.52700       0.00600       1.23900       0.01100
6    107581      63.30800     -37.71300       9.60000      -1.96489       1.02304       0.03641       0.51033     -15.47130      22.70500       0.01000       1.21600       0.01300
6    107638      63.46000    -114.51300       9.80000      -1.97112       0.83986       0.04705       0.51038     -15.49264      22.63400       0.00900       1.31000       0.01100
6    107644      63.46800     175.25600       8.75000      -1.96337       1.37455       0.03494       0.51038     -15.41214      22.38100       0.00800       1.06300       0.01100
6    107656      63.50700      38.28100       9.70000      -1.94860       0.76261       0.03661       0.51038     -15.45019      22.41300       0.00900       1.32800       0.01200
6    107812      63.96700     182.27000       8.75000      -1.96314       1.23893       0.03494       0.51050     -15.41019      22.15400       0.00800       1.10200       0.01100
6    107919      64.23900     -25.18600       6.40000      -2.09703       3.46631       2.07214       0.51058     -15.46783      22.96900       0.00900       1.31500       0.01200
6    108407      65.62400    -101.24100      10.15000      -1.99515       0.94275       0.03705       0.51100     -15.48895      22.98600       0.00700       1.23300       0.01000
6    108558      65.98700     179.46001       9.30000      -1.96212       1.33529       0.03494       0.51108     -15.41097      22.97900       0.01600       1.11400       0.02000
6    108571      66.02000     -24.68400       6.40000      -2.00427       4.31338       1.60820       0.51113     -15.46769      22.73000       0.00700       1.18000       0.01100
6    108590      66.07600    -142.42000       9.60000      -1.89531       0.45050       0.03705       0.51113     -15.50039      22.52800       0.00900       1.47400       0.01100
6    108768      66.55600     -64.25600       9.70000      -1.96907       1.12102       0.05641       0.51125     -15.47869      23.04500       0.00900       1.22100       0.01300
6    108799      66.65000      98.03000       9.85000      -1.97342       0.86199       0.07571       0.51129     -15.43361      22.80100       0.01200       1.33500       0.01600
6    108809      66.65800    -297.57501       9.95000      -1.97975       1.04679       0.03443       0.51129     -15.54350      23.06100       0.01200       1.22400       0.01300
6    109315      68.06100     -39.29200      10.20000      -1.99980       0.82195       0.03641       0.51171     -15.47175      22.84700       0.00500       1.28500       0.01000
6    109563      68.73300     -38.52500      10.15000      -1.90495       0.27418       0.03641       0.51188     -15.47153      22.51200       0.00900       1.47900       0.01200
6    110067      70.19500    -101.03300       9.80000      -1.97112       0.89806       0.03705       0.51233     -15.48889      22.68000       0.00700       1.26900       0.01000
6    110340      70.97300     -38.73300      10.15000      -1.99427       0.76526       0.03641       0.51254     -15.47158      22.75400       0.01000       1.31900       0.01300
6    110520      71.46300     184.59900       9.70000      -1.96774       1.11743       0.03494       0.51267     -15.40956      22.92800       0.01000       1.17700       0.01400
6    110981      72.73500    -260.73001       9.70000      -1.96765       0.99830       0.07443       0.51304     -15.53325      22.86500       0.00900       1.27400       0.01100
6    111029      72.86900    -240.80000       9.70000      -1.89866       0.52793       0.03443       0.51308     -15.52772      22.53200       0.00500       1.51500       0.00700
6    112278      76.51200    -160.67799       9.90000      -1.90118       0.91503       0.03543       0.51413     -15.50547      23.01100       0.00900       1.32000       0.01100
6    112351      76.70300     705.66498       9.55000      -1.89611       0.64781       0.03173       0.51417     -15.26481      22.35400       0.00500       1.44800       0.00700
6    112375      76.77000     -77.74400       9.60000      -1.89531       0.45238       0.03705       0.51421     -15.48242      22.58100       0.00600       1.47300       0.00900
6    112564      77.40400    -489.64099       9.95000      -1.90073       0.27115       0.03209       0.51442     -15.59683      22.56500       0.00700       1.53400       0.00800
6    113947      81.56900    -387.32901      10.00000      -1.98114       0.75898       0.03223       0.51562     -15.56842      22.63400       0.00500       1.31800       0.00700
