Reg      ID      X(")        Y(")          LogAge      [Fe/H]VI     logg          E(B-V)       RA(deg)    Dec(deg)       V            eV           VI           eVI   
8         54    -55.52100    -42.25100      9.55058     -1.19469      0.64466      0.03807      0.47608    -15.47256     22.52843      0.00692      1.44697      0.00043
8         58    -30.53200      5.53100      9.74035     -1.22963      0.55748      0.03807      0.48329    -15.45931     22.53741      0.01720      1.49450      0.00358
8         61     22.24600    -19.78400      8.11060      0.04676      1.46249      0.03807      0.49850    -15.46633     22.54692      0.01150      1.29391      0.00112
8         62   -108.50800    -89.81400      9.35102     -0.91775      0.62171      0.05744      0.46079    -15.48578     22.54709      0.00107      1.54305      0.00058
8         63    -64.22700     63.52400      9.75043     -1.21312      0.53737      0.03646      0.47358    -15.44319     22.54849      0.01596      1.49892      0.02058
8         65     14.28600    -17.99000      8.46104     -0.20912      1.21239      0.03807      0.49621    -15.46583     22.54966      0.03381      1.36999      0.01257
7        66     102.63200      85.53960      10.10000      -1.23197       0.57849       0.03800       0.46274     -15.48765      22.84000       0.11000       1.47000       0.13038
8         66    -80.56500    -68.49400      9.50049     -0.96025      0.59402      0.03744      0.46887    -15.47986     22.54843      0.00752      1.52276      0.00416
8         67     30.57100     -5.64800      8.05619     -1.21764      1.56380      0.21641      0.50088    -15.46239     22.55015      0.01695      1.23761      0.00898
8         69    -47.74500     13.67700      8.79737     -0.45393      1.01877      0.03721      0.47833    -15.45703     22.55716      0.00460      1.41401      0.00021
8         70    -45.94800    -98.09400      9.40566     -1.21422      0.72203      0.07744      0.47883    -15.48808     22.55693      0.00071      1.45089      0.00111
8         71     26.83500    -17.55600      8.16101     -0.72472      1.69667      0.21641      0.49983    -15.46572     22.56227      0.01662      1.13198      0.01283
7        74      99.72040      17.93520       8.70000      -0.96475       1.19552       0.13780       0.46355     -15.46887      22.69000       0.09000       1.34000       0.10817
8         74    -64.77200     18.50000     10.17417     -1.16439      0.43814      0.03646      0.47342    -15.45569     22.58284      0.00189      1.45384      0.00197
7        77      99.36040       3.04236       8.15000       0.06044       1.36758       0.03800       0.46365     -15.46473      22.65000       0.10000       1.38000       0.11662
8         78    -57.05300     15.60000      7.89544      0.32073      1.50237      0.03721      0.47563    -15.45650     22.58768      0.01228      1.36420      0.00363
8         79     52.69000     -6.77200      6.60518     -0.43170      0.73455      3.00000      0.50725    -15.46272     22.59266      0.00495      1.28307      0.00703
8         80    -15.24100      6.67900     10.14075     -1.15458      0.35811      0.03807      0.48771    -15.45897     22.59674      0.00785      1.52808      0.01150
8         81      5.07900    -14.62700     10.10196     -1.23216      0.29843      0.03807      0.49354    -15.46489     22.60235      0.00458      1.60157      0.00402
8         82     44.73700    -30.78300      6.61648     -0.38609      0.68952      3.00000      0.50496    -15.46939     22.60611      0.01643      1.33108      0.01609
8         84    -27.82400     57.51500      9.84633     -1.21580      0.41300      0.03721      0.48408    -15.44486     22.61474      0.00255      1.55838      0.00601
8         85    -34.10900     32.97500      9.64560     -1.20533      0.69868      0.03721      0.48225    -15.45167     22.61839      0.02402      1.42097      0.01978
8         86     16.63400   -107.02200      8.74634     -0.96043      1.32931      0.03768      0.49687    -15.49056     22.62150      0.00638      1.17864      0.00459
8         88    -35.15800    -32.42100      9.05585     -0.71159      0.92842      0.05368      0.48196    -15.46983     22.63672      0.01052      1.42322      0.00321
7        89      97.85840      64.99690       9.40000      -0.45320       0.22866       0.03800       0.46407     -15.48194      22.93000       0.20000       2.15000       0.22825
7        90      97.84760      26.35200       9.10000      -0.95826       1.01344       0.03800       0.46407     -15.47121      22.69000       0.09000       1.32000       0.10817
8         90     32.06900     -4.36000      7.97221     -0.98665      1.69069      0.21641      0.50133    -15.46206     22.64415      0.00802      1.19409      0.00633
7        92      97.73280     -12.49060       8.00000       0.32976       1.09442       0.03800       0.46410     -15.46042      22.50000       0.12000       1.69000       0.13000
8         92    -78.48200      2.80000      9.84978     -1.21861      0.58258      0.03780      0.46946    -15.46006     22.64879      0.00322      1.48004      0.00066
8         93    -21.63500   -117.81300      8.16596      0.05008      1.35121      0.03768      0.48583    -15.49356     22.65151      0.02692      1.39048      0.01582
8         94    -74.60700     29.93700      9.29775     -0.95728      0.87516      0.03646      0.47058    -15.45253     22.65595      0.00117      1.37275      0.00555
8         99    -69.99300    -32.34300      9.99521     -1.22807      0.36401      0.04780      0.47192    -15.46980     22.66099      0.00010      1.59145      0.00534
8        100    -80.20800   -115.24000      9.70056     -1.21541      0.68208      0.04705      0.46896    -15.49283     22.66272      0.00958      1.43938      0.00823
8        102      9.73500     -7.61600      7.95946      0.31514      1.42314      0.03807      0.49488    -15.46294     22.66500      0.01026      1.43674      0.02314
7       105      95.86690      60.20210       9.55000      -1.19459       0.34180       0.03800       0.46462     -15.48061      22.21000       0.06000       1.62000       0.07211
7       106      95.86480      -2.37528       9.40000      -1.20975       1.04131       0.03800       0.46462     -15.46323      22.83000       0.14000       1.27000       0.16125
8        106    -34.04000     84.25300      8.21025     -0.21170      1.50932      0.03721      0.48229    -15.43742     22.67435      0.00440      1.23068      0.00865
8        107     -4.16000    -34.03700      9.55122     -0.95967      0.65338      0.03807      0.49087    -15.47028     22.67831      0.00563      1.49258      0.01038
7       109      95.19010      20.14340       9.60000      -1.14405      -0.34548       0.13780       0.46481     -15.46948      22.45000       0.08000       2.04000       0.08544
8        109    -77.39000    -38.19200      9.79938     -0.20659      0.61948      0.61280      0.46979    -15.47144     22.68337      0.00874      1.41344      0.01043
8        112     51.66300     15.65900      9.65000     -1.21800      0.76301      0.03661      0.50696    -15.45647     22.68911      0.00112      1.38651      0.00479
8        113    -46.34100     15.18200      8.29645      0.05995      1.31470      0.03721      0.47871    -15.45661     22.68888      0.00269      1.41085      0.00324
8        114    -38.87100   -111.13000      8.84427     -0.70062      1.21909      0.03768      0.48088    -15.49169     22.69590      0.00124      1.26196      0.01339
8        115     -1.62900   -102.28100      7.95525      0.32301      1.47975      0.03768      0.49163    -15.48925     22.70833      0.00583      1.40041      0.01035
8        116    -60.46900     68.33300      9.35300     -0.96157      0.87726      0.03721      0.47467    -15.44186     22.71149      0.00488      1.37416      0.00159
8        117    -79.59100    -10.16600      9.94778     -1.22092      0.57183      0.03780      0.46913    -15.46367     22.71819      0.00368      1.48422      0.00439
7       119      93.48980     -16.63310       8.75000      -0.70935       1.18181       0.03800       0.46528     -15.45927      22.53000       0.14000       1.27000       0.15232
8        120     24.47700   -104.49400      9.65323     -1.21495      0.78180      0.03768      0.49913    -15.48986     22.72423      0.00324      1.38423      0.00324
8        122    -55.17400    -24.88000      8.51069     -0.20524      1.25730      0.05807      0.47617    -15.46775     22.72952      0.00615      1.38046      0.00699
8        123    -81.25000    -46.64900      9.94729     -0.22112      0.76146      0.61280      0.46867    -15.47378     22.73778      0.00245      1.29191      0.00105
8        124    -67.20600     29.74400      8.15561      0.05460      1.58009      0.03646      0.47271    -15.45258     22.73866      0.01094      1.24819      0.00312
8        125     21.19600      7.79200      8.00025      0.04649      1.63004      0.03807      0.49821    -15.45867     22.73906      0.00077      1.23896      0.00063
8        126    -80.52300    -75.61700      9.85088     -1.22089      0.65689      0.03744      0.46887    -15.48183     22.73978      0.00330      1.44368      0.00488
8        127    -22.22200    -87.12900      8.52621     -0.48228      1.44834      0.03768      0.48567    -15.48503     22.74507      0.02180      1.20469      0.01201
8        129    -15.16900      4.02300      9.50325     -0.95989      0.73929      0.03807      0.48771    -15.45972     22.74757      0.01741      1.45941      0.00458
8        131    -95.52700   -139.62601      9.50050     -0.95979      0.78828      0.03739      0.46454    -15.49961     22.74808      0.00293      1.42199      0.00034
8        132    -99.05200    -28.97600      9.94547     -1.22196      0.52920      0.03780      0.46354    -15.46889     22.74879      0.00355      1.49045      0.00907
7       136      92.19240      -9.72864       9.80000      -0.96480       0.00625       0.03800       0.46564     -15.46119      22.62000       0.17000       1.95000       0.17720
8        138    -35.46900     56.27400      8.49850     -0.71286      1.56018      0.03721      0.48188    -15.44519     22.76853      0.01754      1.11901      0.00009
8        140    -98.71200    -14.07300      9.34909     -0.95885      0.87463      0.03780      0.46363    -15.46475     22.76991      0.00331      1.39599      0.00044
8        141    -35.76500    -23.45800      9.90010     -1.22003      0.57625      0.05807      0.48179    -15.46736     22.77225      0.00569      1.50319      0.00431
8        142    -37.72500     17.70000      8.26451     -0.48409      1.64422      0.03721      0.48121    -15.45592     22.77991      0.00095      1.12901      0.00009
8        143     10.21300     -5.56800      8.79396     -0.95284      1.39479      0.03807      0.49504    -15.46239     22.78161      0.00350      1.16258      0.00524
7       144      91.58220     -91.14880       9.40000      -0.95916       1.03519       0.03800       0.46581     -15.43857      22.96000       0.17000       1.31000       0.18788
8        145    -60.59300     70.55700      8.15265     -0.20761      1.49272      0.14646      0.47463    -15.44122     22.79354      0.00922      1.34169      0.00612
8        146    -70.72300    -49.72400      9.65062     -1.21275      0.83986      0.03780      0.47171    -15.47464     22.79743      0.00661      1.35917      0.00263
8        147    -83.76400     53.73700      8.66014     -0.72189      1.20391      0.14646      0.46796    -15.44592     22.79777      0.00251      1.38836      0.00709
8        152      7.36100    -27.93100      8.16894     -0.48379      1.73857      0.03807      0.49421    -15.46858     22.80978      0.00210      1.09508      0.01963
7       153      90.82550     -29.25430       8.60000      -1.21722       1.49867       0.03800       0.46602     -15.45576      22.61000       0.11000       1.09000       0.13601
8        153    -36.47500     -5.05900      9.98459     -1.22351      0.60242      0.03807      0.48158    -15.46225     22.81314      0.02081      1.46179      0.01355
8        154    -72.83800    -20.88400      9.65114     -0.96224      0.72295      0.03780      0.47108    -15.46664     22.81801      0.00010      1.45888      0.00246
8        156     35.28100     20.56100      8.66758     -0.98352      1.53057      0.03661      0.50225    -15.45511     22.82916      0.01080      1.11026      0.01175
8        157     32.96500    -25.31100      8.30311     -0.21095      1.61875      0.03641      0.50158    -15.46786     22.83541      0.00620      1.18497      0.01089
8        159    -70.93800     24.85900      9.41347     -1.21635      0.98207      0.06646      0.47163    -15.45392     22.85090      0.00729      1.32385      0.00692
8        164    -28.45800      8.24400      9.64358     -0.96603      0.77103      0.03807      0.48388    -15.45856     22.86026      0.00320      1.43618      0.01015
8        165   -117.28100    -43.07000     10.09923     -1.23192      0.59939      0.03780      0.45829    -15.47281     22.86454      0.00756      1.46158      0.00585
8        167     22.80900      6.89500      7.80812      0.58338      1.64726      0.03807      0.49867    -15.45892     22.86678      0.00242      1.37348      0.00574
7       172      89.03050     -38.33930       8.25000      -0.20225       1.79090       0.03800       0.46652     -15.45324      22.68000       0.14000       1.03000       0.16643
8        172    -40.22500     55.99500      9.65098     -1.21400      0.91585      0.03721      0.48050    -15.44528     22.90284      0.00231      1.32498      0.00035
7       174      88.97760     -40.14540       9.15000      -1.20892       1.14268       0.03800       0.46653     -15.45274      22.80000       0.16000       1.24000       0.18358
8        175    -87.65100     42.04900      9.65040     -0.96283      0.84098      0.03646      0.46683    -15.44914     22.93594      0.00144      1.39882      0.00437
8        179    -44.44100     11.94900      8.13819      0.04507      1.60161      0.03807      0.47929    -15.45750     22.95756      0.01644      1.28000      0.01139
8        181     19.03500    -14.76800      8.35877     -0.21923      1.66446      0.03807      0.49758    -15.46494     22.97259      0.00506      1.17345      0.00675
8        182    -64.67100      8.52700      8.04087      0.29839      1.53403      0.03780      0.47346    -15.45847     22.97364      0.00475      1.41652      0.00646
7       184      87.88750      31.67350      10.20000      -1.24098       0.25474       0.13780       0.46684     -15.47269      22.87000       0.17000       1.76000       0.18028
8        184    -46.37300     26.29400     10.24729     -1.25078      0.64687      0.03721      0.47871    -15.45353     22.98096      0.01332      1.42382      0.01510
8        185     53.36300    -34.18000      9.89283     -1.21710      0.84658      0.03641      0.50746    -15.47033     23.00038      0.00749      1.34805      0.01145
8        187    -37.01600    -21.28300     10.24397     -1.24892      0.68611      0.03807      0.48142    -15.46675     23.00729      0.00914      1.38265      0.01734
8        188     -9.22800     11.13600      9.50573     -0.96395      0.95030      0.03721      0.48942    -15.45775     23.00688      0.00927      1.37029      0.00238
8        189    -46.17200    102.13400      9.09947     -0.70759      1.19773      0.03549      0.47879    -15.43247     23.00873      0.00697      1.28587      0.00335
8        190    -40.96400     53.72000     10.00580     -1.23323      0.78786      0.03721      0.48029    -15.44592     23.06228      0.01114      1.40763      0.00888
7       197      86.75500     -91.04150      10.10000      -0.98008       0.31883       0.03800       0.46715     -15.43860      22.85000       0.14000       1.65000       0.15653
7       205      86.40320     -22.68000       8.15000       0.32977       1.44564       0.03800       0.46725     -15.45759      22.90000       0.13000       1.45000       0.15811
7       208      86.36580      91.83420      10.00000      -1.22589       0.59106       0.04490       0.46726     -15.48940      22.80000       0.09000       1.48000       0.10817
7       230      85.01760      21.16690      10.30000      -0.99709       0.82543       0.13780       0.46763     -15.46977      22.98000       0.15000       1.23000       0.19849
7       282      81.91440    -108.08100       9.70000      -1.21390       0.74629       0.03800       0.46850     -15.43387      22.72000       0.12000       1.40000       0.13892
7       309      80.57160      57.46610       9.65000      -1.21348       0.69330       0.04661       0.46887     -15.47985      22.68000       0.08000       1.45000       0.09434
7       310      80.52480      94.83660       9.35000      -1.20966       0.61738       0.07571       0.46888     -15.49023      22.37000       0.07000       1.50000       0.08062
7       325      79.57620      -0.86976       9.10000      -0.45609       0.81338       0.03800       0.46915     -15.46365      22.79000       0.13000       1.57000       0.14318
7       328      79.51460     -47.08910      10.00000      -0.97310       0.24885       0.03800       0.46916     -15.45081      22.74000       0.09000       1.77000       0.09849
7       331      79.48580     -63.29120      10.20000      -1.24129       0.49180       0.05641       0.46917     -15.44631      22.85000       0.11000       1.52000       0.12083
7       354      78.43610     -13.85600       9.80000      -1.21686       0.55464       0.03800       0.46946     -15.46004      22.60000       0.10000       1.49000       0.11180
7       371      77.31220      27.15700       9.45000      -0.95960       0.60972       0.13780       0.46977     -15.47143      22.89000       0.16000       1.66000       0.17088
7       394      76.16700      41.43200       8.25000       0.06095       1.45300       0.04661       0.47009     -15.47540      22.93000       0.09000       1.37000       0.10817
7       451      74.40550     -40.96980       8.20000      -0.20224       1.46917       0.03800       0.47058     -15.45251      22.63000       0.12000       1.25000       0.14422
7       457      74.20790      43.26230       9.95000      -1.22293       0.56735       0.04661       0.47064     -15.47591      22.75000       0.08000       1.49000       0.09434
7       469      73.76940     -62.99680       7.55000       0.59382       1.23829       0.05641       0.47076     -15.44639      22.25000       0.06000       1.65000       0.06708
7       481      73.38780       7.27560      10.00000      -1.22556       0.36099       0.03800       0.47086     -15.46591      22.63000       0.09000       1.58000       0.10817
7       512      72.33770     130.07600       9.90000      -1.22053       0.52319       0.03800       0.47116     -15.50002      22.64000       0.09000       1.51000       0.10296
7       540      71.78980      65.38100       9.10000      -0.70758       1.12352       0.03800       0.47131     -15.48205      22.92000       0.10000       1.32000       0.12207
7       546      71.54210     -17.07260       8.30000      -1.21913       1.68901       0.21641       0.47138     -15.45915      22.99000       0.13000       1.20000       0.15811
7       568      70.94340     107.55000       9.45000      -0.70801       0.55235       0.03800       0.47154     -15.49376      22.75000       0.08000       1.64000       0.09434
7       575      70.81700      71.59750       8.35000      -0.46117       1.69697       0.03800       0.47158     -15.48378      22.87000       0.09000       1.11000       0.12042
7       595      70.32350      38.69780       9.80000      -1.21783       0.78534       0.03800       0.47172     -15.47464      22.90000       0.10000       1.40000       0.11662
7       615      69.62540    -111.79200       9.55000      -0.95973       0.82064       0.03800       0.47191     -15.43284      22.84000       0.14000       1.41000       0.16125
7       675      68.02520    -114.34200       9.95000      -0.97050       0.31084       0.03800       0.47235     -15.43213      22.73000       0.12000       1.72000       0.13000
7       676      67.97270     -66.01570       9.55000      -1.19460       0.05929       0.05641       0.47237     -15.44555      22.07000       0.05000       1.85000       0.05831
7       679      67.88480      32.90510       9.65000      -1.21372       0.89658       0.03800       0.47239     -15.47303      22.91000       0.10000       1.35000       0.11662
7       706      67.02190       2.40516       9.85000      -1.21850       0.63660       0.03800       0.47263     -15.46456      22.73000       0.10000       1.45000       0.11662
7       713      66.75910      45.54500      10.20000      -1.24270       0.30428       0.03800       0.47271     -15.47654      22.67000       0.08000       1.65000       0.08944
7       736      66.08230      -5.42520       6.60000      -0.37920       0.69176       3.00000       0.47289     -15.46238      22.75000       0.12000       1.42000       0.14422
7       758      65.49010     134.26601       9.25000      -0.70746       0.20820       0.03800       0.47306     -15.50118      22.38000       0.07000       1.92000       0.07616
7       766      65.10920      23.50940       9.50000      -0.95933       0.00987       0.03800       0.47316     -15.47042      22.29000       0.01000       1.97000       0.01000
7       784      64.72010     -33.50520       9.15000      -0.70738       0.21116       0.03800       0.47327     -15.45458      22.18000       0.07000       1.90000       0.07616
7       794      64.53790     -86.21820      10.15000      -1.16080       0.30479       0.03800       0.47332     -15.43994      22.62000       0.09000       1.60000       0.10296
7       798      64.34210     -54.87260       9.55000      -1.21180       1.00856       0.03800       0.47338     -15.44865      22.98000       0.09000       1.30000       0.11402
7       804      64.13400     -39.84230       8.30000      -0.20102       1.58224       0.03800       0.47344     -15.45282      22.93000       0.12000       1.22000       0.14422
7       829      63.54580     -95.68400       8.90000      -0.70828       1.01663       0.03800       0.47360     -15.43731      22.49000       0.09000       1.35000       0.10296
7       830      63.54430     -74.57540       9.80000      -0.96482       0.32796       0.04705       0.47360     -15.44317      22.72000       0.09000       1.72000       0.10296
7       899      61.82140      51.23990       8.25000       0.06063       1.59202       0.03800       0.47408     -15.47812      22.93000       0.09000       1.27000       0.10817
7       919      61.33500     -86.26460       7.80000       0.31141       1.56546       0.03800       0.47421     -15.43993      22.54000       0.08000       1.32000       0.10000
7       922      61.21190      14.64480       8.30000      -0.20187       1.85672       0.03800       0.47425     -15.46796      22.87000       0.11000       1.02000       0.14213
7       930      60.95990      -7.56252       6.60000      -0.37920       0.69176       3.00000       0.47432     -15.46179      22.72000       0.09000       1.29000       0.10817
7       933      60.93110     -71.71740       7.90000       0.05958       1.44512       0.04705       0.47432     -15.44397      22.03000       0.06000       1.21000       0.07211
7       938      60.87600      79.66440      10.20000      -1.15566       0.43064       0.03800       0.47434     -15.48602      22.62000       0.07000       1.45000       0.08602
7       940      60.74210     -59.51120      10.15000      -1.21198       0.39015       0.03800       0.47438     -15.44736      22.68000       0.08000       1.56000       0.09434
7       962      60.19060      21.69970       9.70000      -0.89068       0.24035       0.03800       0.47453     -15.46992      22.91000       0.15000       1.71000       0.15811
7       981      59.65740     -79.34620       9.65000      -1.21273       0.78868       0.04705       0.47468     -15.44185      22.76000       0.09000       1.39000       0.10817
7      1002      59.02990     -73.31400       9.30000      -0.70832       0.83452       0.04705       0.47485     -15.44352      22.91000       0.10000       1.50000       0.11662
7      1007      58.92120     -12.89090       6.60000      -0.31661       1.19199       2.60234       0.47488     -15.46031      22.98000       0.11000       1.13000       0.14213
7      1014      58.82110     -41.09900       9.90000      -1.22052       0.70292       0.03800       0.47491     -15.45247      22.84000       0.10000       1.42000       0.11662
7      1015      58.80890     126.30200       8.00000       0.32973       1.50762       0.03800       0.47491     -15.49897      22.64000       0.08000       1.35000       0.10000
7      1027      58.55080     162.05499       7.80000       0.30991       1.71980       0.03800       0.47499     -15.50890      22.39000       0.10000       1.14000       0.12806
7      1060      57.75480      80.39840       9.30000      -1.21047       1.09612       0.03800       0.47521     -15.48622      22.88000       0.08000       1.26000       0.10000
7      1068      57.66370      77.24160       9.30000      -1.21047       1.09612       0.03800       0.47523     -15.48534      22.01000       0.00000       1.61000       0.00000
7      1092      57.11900      17.61190       9.95000      -1.22294       0.78955       0.03800       0.47538     -15.46878      22.97000       0.11000       1.38000       0.13038
7      1106      56.77850     149.34500       8.85000      -0.96113       0.98415       0.03800       0.47548     -15.50537      22.24000       0.10000       1.30000       0.11180
7      1144      55.94470     165.12100       8.40000      -0.71636       1.16657       0.03800       0.47571     -15.50976      22.06000       0.07000       1.24000       0.08602
7      1168      55.34320      25.50100       7.75000       0.61372       1.11191       0.03800       0.47588     -15.47097      22.53000       0.08000       1.84000       0.08944
7      1172      55.29200     -61.73530       9.65000      -1.21290       0.99622       0.03800       0.47589     -15.44674      22.99000       0.10000       1.29000       0.12207
7      1195      54.69620      18.50620       8.15000      -0.46389       1.48471       0.03800       0.47606     -15.46903      22.43000       0.07000       1.18000       0.08602
7      1197      54.66170      31.21700       9.70000      -1.21388       0.66132       0.03800       0.47607     -15.47256      22.64000       0.09000       1.44000       0.10296
7      1202      54.54760     -33.18160       9.00000      -0.95865       1.22837       0.03800       0.47610     -15.45467      22.89000       0.10000       1.24000       0.12207
7      1203      54.51700       1.15848       6.60000      -0.37920       0.69176       3.00000       0.47611     -15.46421      22.65000       0.08000       1.41000       0.09434
7      1211      54.34200     128.16800       7.75000       0.59429       1.37402       0.03800       0.47616     -15.49949      22.68000       0.10000       1.60000       0.10770
7      1213      54.28150      83.42860      10.10000      -0.98006      -0.03591       0.03800       0.47617     -15.48706      22.68000       0.01000       1.96000       0.01000
7      1214      54.27610      13.84090      10.30000      -1.15697       0.59288       0.03800       0.47617     -15.46773      22.65000       0.08000       1.29000       0.10000
7      1215      54.25090     -77.88060       8.05000       0.05977       1.43785       0.04705       0.47618     -15.44226      22.59000       0.08000       1.34000       0.09434
7      1232      53.91790     -74.07360       8.30000      -0.46128       1.75586       0.04705       0.47627     -15.44331      22.80000       0.09000       1.06000       0.12042
7      1296      52.70690     148.26500       9.95000       0.31729      -0.12838       0.03800       0.47661     -15.50507      22.23000       0.11000       1.84000       0.11705
7      1306      52.36090     -83.13300       9.85000      -0.96651       0.35987       0.03800       0.47671     -15.44080      22.70000       0.09000       1.69000       0.10296
7      1321      51.95410     -23.30280       6.60000      -0.37920       0.69176       3.00000       0.47682     -15.45742      22.79000       0.09000       1.38000       0.10817
7      1323      51.89110     -57.89950       9.90000      -1.22052       0.75280       0.03800       0.47684     -15.44781      22.93000       0.09000       1.39000       0.10817
7      1351      51.42740     111.02600       8.15000      -0.71735       1.61815       0.11571       0.47696     -15.49473      22.69000       0.13000       1.18000       0.16401
7      1370      51.06820     -50.17360       9.35000      -1.21016       0.84354       0.03800       0.47706     -15.44995      22.57000       0.07000       1.36000       0.08602
7      1392      50.71610      -3.54960       6.60000      -0.37920       0.69176       3.00000       0.47716     -15.46290      22.36000       0.08000       1.73000       0.08944
7      1400      50.55770     -44.92660       7.80000       0.31234       1.48652       0.03800       0.47721     -15.45141      22.49000       0.06000       1.37000       0.07211
7      1420      50.08680      67.46620       9.15000      -0.95826       0.96392       0.03800       0.47734     -15.48263      22.67000       0.07000       1.34000       0.08602
7      1434      49.71780     -64.43710       8.25000      -0.71834       1.80551       0.04705       0.47744     -15.44599      22.97000       0.13000       1.06000       0.15264
7      1439      49.49460     -88.01100       9.60000      -0.95941       0.46668       0.03800       0.47750     -15.43944      22.56000       0.09000       1.61000       0.10296
7      1475      48.60320      53.25010       9.95000      -0.97079       0.57878       0.03800       0.47775     -15.47868      22.92000       0.09000       1.54000       0.10296
7      1487      48.37210      40.84810       9.45000      -0.95960       0.73831       0.03800       0.47781     -15.47524      22.70000       0.08000       1.46000       0.09434
7      1504      48.07120      -2.57472       6.60000      -0.37920       0.69176       3.00000       0.47790     -15.46317      22.73000       0.09000       1.59000       0.10296
7      1514      47.92140    -108.30300       8.30000      -0.96871       1.75721       0.03800       0.47794     -15.43380      22.85000       0.15000       1.04000       0.18028
7      1571      46.79780     -20.49590       6.60000      -0.37920       0.69176       3.00000       0.47825     -15.45820      22.95000       0.10000       1.45000       0.11662
7      1579      46.72440     -71.06540       8.05000       0.04725       1.61045       0.04705       0.47827     -15.44415      22.83000       0.09000       1.27000       0.11402
7      1582      46.66750    -102.28800       9.80000      -1.14067      -0.25009       0.03800       0.47829     -15.43548      22.87000       0.12000       2.07000       0.13000
7      1586      46.60240     -31.08460       6.60000      -0.37920       0.69176       3.00000       0.47830     -15.45525      22.85000       0.09000       1.57000       0.10296
7      1589      46.53140     -24.69060       6.60000      -0.37920       0.69176       3.00000       0.47832     -15.45703      22.69000       0.11000       1.42000       0.12083
7      1609      46.18370     -56.01960      10.05000      -1.22863       0.07457       0.03800       0.47842     -15.44833      22.41000       0.06000       1.81000       0.07211
