#ID  Vmag   (Vmag-Imag)   e_Vmag   e_(Vmag-Imag)   Mini
1164    24.3399 1.0305  0.0061  0.0103  0.8749  
1165    26.3384 0.9380  0.0178  0.0322  0.8727  
1166    25.1192 0.9977  0.0083  0.0150  0.8744  
1167    24.5328 1.0231  0.0065  0.0112  0.8748  
1168    25.4626 0.7527  0.0101  0.0185  0.8777  
1169    25.2012 0.9876  0.0087  0.0157  0.8743  
1170    23.0525 1.2087  0.0047  0.0069  0.8753  
1171    23.9646 1.0521  0.0055  0.0090  0.8751  
1172    23.7669 1.0696  0.0053  0.0083  0.8780  
1173    24.5716 0.9910  0.0067  0.0115  0.8747  
1174    25.1463 0.8896  0.0085  0.0153  0.8778  
1175    24.6970 0.9943  0.0070  0.0122  0.8746  
1176    25.3415 0.8567  0.0093  0.0170  0.8778  
1177    24.9537 1.0042  0.0077  0.0137  0.8745  
1178    24.7909 0.9796  0.0072  0.0128  0.8746  
1179    25.1969 0.8802  0.0087  0.0158  0.8778  
1180    25.4515 0.9640  0.0099  0.0182  0.8740  
1181    25.8128 0.9740  0.0123  0.0225  0.8736  
1182    22.9468 1.2300  0.0047  0.0068  0.8753  
1183    24.8411 0.9931  0.0074  0.0130  0.8746  
1184    24.7517 0.9827  0.0071  0.0125  0.8746  
1185    24.3950 1.0205  0.0062  0.0106  0.8749  
1186    25.4933 0.7784  0.0102  0.0186  0.8776  
1187    25.5559 0.5612  0.0107  0.0196  0.8759  
1188    25.5392 0.9623  0.0105  0.0192  0.8739  
1189    25.5592 0.5671  0.0106  0.0195  0.8760  
1190    25.5860 0.6164  0.0107  0.0196  0.8760  
1191    24.5914 1.0251  0.0067  0.0115  0.8747  
1192    26.2316 0.9576  0.0163  0.0297  0.8730  
1193    25.4538 0.7987  0.0100  0.0182  0.8777  
1194    23.3119 1.1079  0.0049  0.0073  0.8781  
1195    25.5219 0.5090  0.0105  0.0193  0.8765  
1196    25.5831 0.9194  0.0109  0.0200  0.8739  
1197    25.4578 0.9350  0.0101  0.0184  0.8740  
1198    25.5157 0.7195  0.0104  0.0190  0.8774  
1199    25.3505 0.9391  0.0095  0.0173  0.8741  
1200    24.7467 1.0098  0.0071  0.0124  0.8746  
1201    24.8565 0.9826  0.0074  0.0132  0.8745  
1202    23.1706 1.1719  0.0048  0.0071  0.8753  
1203    25.4409 0.7751  0.0100  0.0182  0.8777  
1204    25.5636 0.5748  0.0106  0.0195  0.8761  
1205    25.4470 0.7863  0.0100  0.0182  0.8777  
1206    23.9665 1.0552  0.0055  0.0090  0.8751  
1207    25.5088 0.7235  0.0103  0.0189  0.8774  
1208    25.6926 0.9563  0.0115  0.0211  0.8738  
1209    25.2208 0.9432  0.0089  0.0161  0.8742  
1210    25.5712 0.5893  0.0107  0.0196  0.8759  
1211    25.5656 0.5789  0.0107  0.0196  0.8758  
1212    24.7325 0.9715  0.0070  0.0123  0.8779  
1213    25.5542 0.5575  0.0106  0.0195  0.8761  
1214    25.4847 0.7040  0.0103  0.0188  0.8775  
1215    24.9699 0.9954  0.0078  0.0139  0.8745  
1216    25.5739 0.5874  0.0108  0.0198  0.8757  
1217    24.8876 0.9997  0.0075  0.0133  0.8745  
1218    25.5229 0.5255  0.0105  0.0192  0.8766  
1219    26.0945 0.9159  0.0151  0.0276  0.8732  
1220    24.8202 0.9940  0.0073  0.0129  0.8746  
1221    25.5143 0.6951  0.0104  0.0191  0.8773  
1222    24.8986 0.9813  0.0076  0.0134  0.8745  
1223    25.0623 0.9716  0.0082  0.0147  0.8744  
1224    24.2749 0.9645  0.0060  0.0101  0.8780  
1225    24.5446 1.0104  0.0066  0.0113  0.8747  
1226    24.8462 0.9488  0.0074  0.0130  0.8778  
1227    25.5442 0.5394  0.0106  0.0195  0.8761  
1228    25.5428 0.5364  0.0106  0.0194  0.8762  
1229    25.5742 0.5888  0.0108  0.0198  0.8757  
1230    25.6508 0.9611  0.0112  0.0205  0.8738  
1231    25.3814 0.9556  0.0096  0.0175  0.8741  
1232    25.5470 0.9356  0.0106  0.0194  0.8739  
1233    25.2986 0.9643  0.0092  0.0167  0.8742  
1234    24.8409 0.9521  0.0073  0.0130  0.8778  
1235    25.5017 0.7341  0.0103  0.0188  0.8775  
1236    25.9086 0.9457  0.0132  0.0242  0.8735  
1237    25.4774 0.7494  0.0102  0.0186  0.8776  
1238    25.5346 0.6923  0.0104  0.0191  0.8772  
1239    25.5085 0.6898  0.0104  0.0190  0.8773  
1240    25.4591 0.7616  0.0101  0.0184  0.8777  
1241    25.5834 0.9198  0.0109  0.0200  0.8739  
1242    25.5292 0.6823  0.0104  0.0191  0.8772  
1243    23.4222 1.1478  0.0050  0.0075  0.8752  
1244    23.1113 1.1547  0.0048  0.0070  0.8781  
1245    25.6478 0.9556  0.0112  0.0205  0.8738  
1246    24.5403 1.0031  0.0066  0.0113  0.8747  
1247    25.5340 0.5522  0.0105  0.0192  0.8766  
1248    24.5297 1.0177  0.0065  0.0112  0.8748  
1249    24.0014 1.0489  0.0056  0.0091  0.8751  
1250    25.5214 0.5361  0.0105  0.0192  0.8767  
1251    25.2691 0.9910  0.0090  0.0163  0.8742  
1252    26.2642 0.9311  0.0169  0.0307  0.8729  
1253    25.4187 0.8059  0.0098  0.0179  0.8777  
1254    25.3496 0.8109  0.0095  0.0173  0.8778  
1255    25.5376 0.9593  0.0105  0.0192  0.8739  
1256    25.5345 0.6419  0.0105  0.0192  0.8770  
1257    25.4698 0.9570  0.0101  0.0184  0.8740  
1258    23.7885 1.0432  0.0053  0.0084  0.8780  
1259    24.2497 0.9935  0.0060  0.0100  0.8780  
1260    23.9695 1.0600  0.0055  0.0090  0.8751  
1261    25.5577 0.5821  0.0105  0.0193  0.8765  
1262    25.5676 0.5832  0.0107  0.0196  0.8759  
1263    26.0162 0.8542  0.0146  0.0268  0.8732  
1264    23.6500 1.0876  0.0052  0.0081  0.8752  
1265    25.5335 0.5303  0.0105  0.0193  0.8765  
1266    25.8945 0.9198  0.0132  0.0242  0.8735  
1267    24.4454 1.0064  0.0064  0.0109  0.8749  
1268    25.5402 0.5319  0.0106  0.0195  0.8761  
1269    25.5432 0.7080  0.0104  0.0191  0.8772  
1270    25.8320 0.9690  0.0124  0.0229  0.8736  
1271    25.5715 0.5869  0.0107  0.0197  0.8757  
1272    24.5765 0.9995  0.0067  0.0115  0.8747  
1273    24.8401 0.9382  0.0074  0.0130  0.8778  
1274    25.5999 0.9090  0.0110  0.0202  0.8738  
1275    25.1097 0.9806  0.0083  0.0150  0.8744  
1276    23.2704 1.1525  0.0049  0.0073  0.8753  
1277    25.5342 0.5374  0.0105  0.0193  0.8765  
1278    25.5436 0.5962  0.0105  0.0192  0.8768  
1279    25.5296 0.6050  0.0105  0.0192  0.8769  
1280    24.7348 0.9889  0.0071  0.0124  0.8746  
1281    24.0276 1.0610  0.0056  0.0091  0.8751  
1282    24.1378 1.0094  0.0058  0.0095  0.8780  
1283    24.4840 1.0079  0.0064  0.0110  0.8748  
1284    22.5367 1.3528  0.0045  0.0063  0.8781  
1285    24.5032 1.0243  0.0065  0.0111  0.8749  
